exposure_group_id,record_id,source_citation,year_bce,calculation_window,membership_role,amount_role,timing_role,party_role,graph_role,scope_role,stock_class,contributes_to_amount_pool,calibration_fold_eligible,contributes_to_o5_t4,contributes_to_o5_t5_seed,contributes_to_o5_t5_candidate_basis,contributes_to_o5_t5_candidate_endpoint,contributes_to_o56,contributes_to_strict_graph,contributes_to_strict_stock,contributes_to_o6_actor_universe,decision_authority,decision_reason
EG-CLEAN-0106,VRB-STAGED-0067,Cic. Ad Brut. 14.4,43,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0097,VRB-STAGED-0068,Cic. Att. 5.21.10-13; Att. 6.1.4-8; Att. 6.2.7-9; Att. 6.3.5,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0102,VRB-STAGED-0069,Cic. Fam. 2.12.2; Fam. 8.2.9; Fam. 8.4.5; Fam. 8.8.10; Fam. 8.9.3; Fam. 8.11.4,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0051,VRB-STAGED-0070,Cic. Fam. 13.72,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0101,VRB-STAGED-0071,Cic. Fam. 13.63,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0007,VRB-STAGED-0072,Cic. Att. 15.15.1; Att. 15.17.1; Att. 15.20.4,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0092,VRB-STAGED-0073,Cic. Att. 2.7.5,59,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0068,VRB-STAGED-0074,Cic. Att. 6.8.5,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0017,VRB-STAGED-0075,Cic. Att. 9.15.5,49,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0016,VRB-STAGED-0076,Cic. Att. 14.18.2; Att. 14.20.2,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,candidate_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0006,VRB-STAGED-0077,Cic. Att. 11.7.6,48,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0054,VRB-STAGED-0078,Cic. Fam. 13.56,51,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0115,VRB-STAGED-0079,Plin. Ep. 3.19.8,,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0117,VRB-STAGED-0080,Plut. Ant. 1,71,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0114,VRB-STAGED-0081,Plut. Cat. Min. 6.4,72,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0112,VRB-STAGED-0082,Sall. Cat. 48.5; Plut. Crass. 3.1; Plut. Crass. 7.2,63,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0048,VRB-STAGED-0083,Suet. Iul. 27.1; Cic. Phil. 2.78,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,excluded_scope,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,political_or_context_obligation
EG-CLEAN-0057,VRB-STAGED-0084,Plut. Pomp. 58.1; Vell. 2.48.3-4; App. BC 2.26; Dio 40.60.2,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0079,VRB-STAGED-0085,Plut. Caes. 29.3; Suet. Iul. 29.1; App. BC 2.26; Dio 40.63.2,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0060,VRB-STAGED-0086,Cic. Att. 6.1.25,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0108,VRB-STAGED-0088,Cic. 2 Verr. 1.130-152,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0061,VRB-STAGED-0089,Suet. Iul. 18.1; Plut. Caes. 11.1,61,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0034,VRB-STAGED-0090,Cic. Phil. 2.4.11,44,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,strict_private,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0002,VRB-STAGED-0091,Cic. Att. 13.6.2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,raw_seed_member,strict_private,active_stock,pending_group_amount,pending_group_amount,yes,yes,yes,occurrence_specific,no,yes,yes,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
O5EG-0004,VRB-STAGED-0092,Cic. Att. 12.5,46,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,explicit_revision5_exclusion
EG-CLEAN-0109,VRB-STAGED-0094,Cic. Quinct. 15-20,81,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
O5EG-PAPER-0095,VRB-STAGED-0095,Cic. Att. 11.2.2; Att. 11.3.1; Att. 11.4a; Att. 11.25.3; Att. 12.5c,48,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,explicit_revision5_exclusion
EG-CLEAN-0110,VRB-STAGED-0096,Cic. 2 Verr. 1.27-28; Cic. 2 Verr. 2.19-24,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,verres_public_prosecution_context
EG-CLEAN-0103,VRB-STAGED-0097,Cic. 2 Verr. 2.169-170; Cic. 2 Verr. 2.186-189; Cic. 2 Verr. 3.163-187,70,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0083,VRB-STAGED-0099,Cic. Sull. 56-59; Cic. Rab. Post. 39,62,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0113,VRB-STAGED-0100,Hor. Serm. 2.3.18-26; Ps.-Acro in Hor. Serm. 2.3.18,30,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0090,VRB-STAGED-0102,Val. Max. 4.8.3,63,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0011,VRB-STAGED-0103,Cic. Att. 12.25.1; Att. 12.30.2; Att. 12.31.1-2,45,45-44 BCE,member,group_amount_evidence,strict_anchor,borrower_lender_and_named_third_parties,not_seed,strict_private,excluded_or_context,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0065,VRB-STAGED-0104,Cic. Att. 4.6.4; Att. 4.16.4,56,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,strict_private,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,strict_private_or_household_scope
EG-CLEAN-0105,CIC-SRC-EXP-0003,Brut. 2.4,43,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0081,CIC-SRC-EXP-0004,Fam. 15.4,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
EG-CLEAN-0074,CIC-SRC-EXP-0005,Att. 6.1,50,outside_45_44,member,group_amount_evidence,context,borrower_lender_and_named_third_parties,not_seed,excluded_scope,outside_strict_window,pending_group_amount,pending_group_amount,no,no,no,occurrence_specific,no,no,no,occurrence_specific,revision5_plan_plus_repaired_review_mapping,public_or_context_scope
